,asin,title,categories
810,0785119027,What If?: Mirror Mirror,Books
811,0785118845,Marvel Masterworks: Golden Age All-Winners Comics Vol. 1,Books
812,0785118896,Marvel Masterworks: Atlas Era Tales to Astonish Volume 1,Books
813,0785118926,"Fantastic Four Omnibus, Vol. 1 (v. 1)",Books
814,0785119035,Marvel Adventures Spider-Man Vol. 2: Power Struggle (v. 2),Books
815,0785119272,"Ultimate Spider-Man, Vol. 16: Deadpool",Books
816,0785119108,Nextwave: Agents of H.A.T.E. Volume 2 - I Kick Your Face (v. 2),Books
817,0785119140,Sentinel - Volume 3: Past Imperfect (v. 3),Books
818,0785118918,Captain Universe: Power Unimaginable TPB,Books
819,0785118675,"Essential Wolverine, Vol. 1 (Marvel Essentials)",Books
820,0785118292,House of M: Wolverine,Books
821,0785118802,Marvel Masterworks: The Mighty Thor Volume 4,Books
822,0785115978,Marvel Mythos (v. 1),Books
823,0785117911,New X-Men: Academy X Vol. 3: X-Posed,Books
824,0785119353,"Essential Official Handbook of the Marvel Universe, Vol. 2, Deluxe Edition",Books
825,0785119280,"Ultimate Spider-Man, Vol. 17: Clone Saga",Books
826,0785118063,Drax the Destroyer: Earthfall (Graphic Novel Pb),Books
827,0785118527,Thor: Blood Oath (Avengers),Books
828,0785119167,"Essential Tales of the Zombie, Vol. 1 (v. 1)",Books
829,0785118705,"Fantastic Four Omnibus, Vol. 1 (v. 1)",Books
830,0785118861,"Essential X-Factor, Vol. 1 (Marvel Essentials) (v. 1)",Books
831,0785119124,Vision: Yesterday And Tomorrow TPB (Marvel Comics),Books
832,0785118543,"Exiles Vol. 12: World Tour, Book 1 (X-Men)",Books
833,0785118764,"Runaways, Vol. 1",Books
834,0785118357,"New Excalibur, Vol. 1: Defenders of the Realm",Books
835,0785118020,"Ultimate Fantastic Four, Vol. 5: Crossover",Books
836,078511906X,Ultimate X-Men Vol. 13: Magnetic North,Books
837,0785119590,"Marvel Knights Fantastic Four, Vol. 5: The Resurrection of Nicholas Scratch (Vol 1)",Books
838,0785119442,Daughters of the Dragon: Samurai Bullets,Books
839,078511968X,Spider-Man: With Great Power... (Amazing Spider-Man),Books
840,0785117741,"Avengers West Coast Visionaries - John Byrne, Vol. 1: Vision Quest (Prelude to Avengers Disassembled)",Books
841,078511923X,House of M: Fantastic Four/Iron Man,Books
842,078511842X,Marvel Knights Spider-Man (v. 1),Books
843,0785119477,Civil War: Thunderbolts (Civil War (Marvel)),Books
844,0785119205,"Captain America Vol. 1: Winter Soldier, Book One (v. 1)",Books
846,0785119132,Zombie (Graphic Novel Pb),Books
847,0785119345,"Essential Official Handbook of the Marvel Universe - Deluxe Edition, Vol. 1 (Marvel Essentials)",Books
848,0785118977,Supreme Power: Nighthawk (Graphic Novel Pb),Books
849,0785118632,"Essential Amazing Spider-Man, Vol. 2 (Marvel Essentials) (v. 2)",Books
850,0785119833,Uncanny X-Men: Divided We Stand,Books
851,0785119388,New Avengers Vol. 2: Sentry (v. 2),Books
852,0785118950,Supreme Power: Hyperion,Books
853,0785119647,Marvel Visionaries: John Romita Jr. HC,Books
855,0785119663,Spider-Woman: Origin,Books
856,0785119779,Wolverine: Origins &amp; Endings,Books
857,0785119159,The Odyssey,Books
858,0785119485,X-Men: Apocalypse / Dracula (X-Men (Marvel Paperback)),Books
859,0785116524,The Mighty Thor: Loki HC,Books
860,0785116621,Fantastic Four: Foes (Fantastic Four (Marvel Paperback)),Books
861,0785119825,The Extremists (Uncanny X-Men),Books
862,0785118500,Wolverine &amp; Black Cat (Wolverine &amp; the Black Cat),Books
863,0785117024,What If? Classic Vol. 1 (Marvel Heroes),Books
864,0785119620,Irredeemable Ant-Man - Volume 1: Low-Life (v. 1),Books
865,0785118799,"Essential Amazing Spider-Man, Vol. 7 (Marvel Essentials) (v. 7)",Books
866,0785119221,"House of M: World of M, Featuring Wolverine",Books
867,0785119086,The Odyssey (Marvel Illustrated),Books
868,0785117997,Machine Teen: History 101001 (Marvel Digests),Books
869,078511985X,X-Men: Blood of Apocalypse,Books
870,0785119450,Fantastic Four: The End,Books
871,0785119337,Essential Official Handbook Of The Marvel Universe Volume 1 TPB (Essential (Marvel Comics)),Books
873,0785119914,Ares: God of War (Marvel Comics),Books
874,0785120327,Marvel Masterworks: Incredible Hulk - Volume 3,Books
875,0785119922,Super-Villain Team-Up: Modok's 11 (v. 11),Books
876,078511954X,"Spider-Man Loves Mary Jane, Vol. 1: Super Crush",Books
877,0785119469,"League of Losers (Marvel Team Up, 3)  (v. 3)",Books
878,0785120475,"Spider-Girl Presents Juggernaut Jr, Vol. 1: Secrets and Lies (Astonishing X-Men, Wolverine) (v. 1)",Books
879,0785119515,The Pulse Vol. 3: Fear (v. 3),Books
880,078511940X,"Book Of Lost Souls, Vol. 1: Introductions All Around (v. 1)",Books
881,0785119973,Decimation: Sentinel Squad O.N.E,Books
882,0785119396,New Avengers Vol. 3: Secrets and Lies,Books
883,0785118993,Punisher MAX Vol. 5: The Slavers,Books
884,078511873X,Secret Wars (Marvel Super Heroes),Books
885,0785119531,Incredible Hulk: Prelude to Planet Hulk,Books
886,0785120211,Young Avengers Vol. 2: Family Matters (v. 2),Books
887,0785119213,"Captain America Vol. 2: Winter Soldier, Book Two (v. 2)",Books
888,078512019X,Ultimate X-Men Vol. 14: Phoenix?,Books
889,078511887X,Marvel Visionaries - Chris Claremont (Uncanny X-Men),Books
890,0785120807,Marvel Masterworks: The Avengers Vol. 70 Variant Edition,Books
891,0785118233,Last Hero Standing (Spider-Girl),Books
892,0785120203,Ultimate X-Men Vol. 15: Magical,Books
893,0785119639,Irredeemable Ant-Man - Volume 2: Small-Minded (v. 2),Books
894,0785120459,"Avengers: Galactic Storm, Vol. 2 (v. 2)",Books
895,0785117962,Silver Surfer: Requiem,Books
896,0785120564,Marvel Masterworks: The X-Men Vol. 6 (Hardcover),Books
897,0785119906,Marvel Team-Up - Volume 4: Freedom Ring (v. 4),Books
899,0785120491,Marvel Masterworks: Ant-Man Giant-Man - Volume 1,Books
900,0785119019,"Runaways, Vol. 5: Escape to New York",Books
901,0785120130,Beyond! (Marvel Super Heroes Secret Wars),Books
902,0785120351,Ultimate Annuals - Volume 1 (v. 1),Books
903,0785119817,"Punisher MAX, Vol. 3",Books
904,0785120033,Ghost Rider: Trail of Tears,Books
905,0785120181,Young Avengers Vol. 1: Sidekicks,Books
906,0785120017,New Mangaverse: The Rings of Fate (Digest),Books
907,0785119981,Last Planet Standing,Books
908,0785119965,"Ms. Marvel, Vol. 1: Best of the Best (v. 1)",Books
909,078511971X,X-23: Target X,Books
910,0785120343,Spider-Girl Vol. 5: Endgame (Spider-Man) (Marvel Adventures Spider Girl Digest),Books
911,0785120238,Punisher MAX Vol. 6: Barracuda (v. 6),Books
914,0785118322,New Thunderbolts Volume 3: Right Of Power (Vol. 3),Books
915,0785120254,"New X-Men: Childhood's End, Vol. 3 (v. 3)",Books
916,078512022X,"Punisher MAX, Vol. 2",Books
917,0785119728,"Shanna, The She-Devil Premiere HC",Books
918,078512067X,Marvel Masterworks: Invincible Iron Man - Volume 3,Books
919,0785119000,X-Men: Colossus - Bloodline,Books
920,0785120556,"Essential X-Men, Vol. 7 (Marvel Essentials)",Books
921,0785120955,"Incredible Hulk Visionaries - Peter David, Vol. 3",Books
922,0785120637,Marvel Masterworks: Captain America - Volume 3,Books
924,0785120467,Silver Surfer: Rebirth of Thanos (Fantastic Four),Books
925,0785120548,"Wolverine Classic, Vol. 4",Books
926,0785120319,X-Statix Presents: Dead Girl (Graphic Novel Pb),Books
927,0785120610,Marvel Masterworks: Fantastic Four Vol. 10 (The Marvel Masterworks Library Vol. 62),Books
928,0785119078,"Moon Knight, Vol. 1: The Bottom",Books
929,0785120416,Cable &amp; Deadpool - Volume 5: Living Legends (v. 5),Books
930,0785120106,Bullet Points (Graphic Novel Pb),Books
931,0785120599,"Essential Wolverine, Vol. 4 (Marvel Essentials) (v. 4)",Books
932,0785118616,"Essential Daredevil, Vol. 1 (Marvel Essentials) (v. 1)",Books
933,0785117725,Marvel Masterworks Vol. 45: Iron Man (Reprints Tales of Suspense #51-65),Books
934,0785120920,"Essential Moon Knight, Vol. 1 (Marvel Essentials)",Books
935,0785118969,Fantastic Four: The Life Fantastic (Fantastic Four (Marvel Paperback)),Books
936,0785120815,"What If? Classic, Vol. 3 (v. 3)",Books
937,0785120726,Marvel Masterworks: Daredevil - Volume 4,Books
939,0785120947,Marvel Visionaries: Jack Kirby - Volume 2 (Vol 2),Books
940,0785120661,"Marvel Comics Presents: Wolverine, Vol. 4 (v. 4)",Books
941,0785120696,"Black Panther by Jack Kirby, Vol. 2 (v. 2)",Books
942,0785120483,Black Panther Vol. 1: Who Is The Black Panther,Books
943,0785119884,"Daredevil: The Devil, Inside and Out, Vol. 1",Books
944,0785119558,X-Men and Power Pack: The Power of X (X-Men Power Pack),Books
945,078512084X,Iron Man: The Inevitable,Books
946,0785120424,"Essential Peter Parker, The Spectacular Spider-Man, Vol. 2  (Marvel Essentials)",Books
947,0785114564,Supreme Power Vol. 2: Powers and Principalities,Books
948,0785121331,"Supreme Power, Vol. 2 (v. 2)",Books
949,0785121242,The Sentry (New Avengers),Books
950,0785119302,X-Men: Phoenix - Warsong,Books
951,0785120246,"New X-Men: Childhood's End, Vol. 2",Books
953,0785120998,Essential X-Factor - Volume 2 (v. 2),Books
954,0785120114,"Fantastic Four, Vol. 3",Books
956,0785121013,Uncanny X-Men Omnibus (v. 1),Books
957,0785118152,Wolverine: Enemy Of The State Volume 1 HC (Wolverine (Mass)),Books
958,078512117X,Marvel Masterworks: Rawhide Kid - Volume 1,Books
959,0785121129,Marvel Masterworks: Golden Age Marvel Comics - Volume 2,Books
960,0785118829,Spider-Man vs. Silver Sable,Books
961,0785120297,"Fantastic Four by J. Michael Straczynski, Vol. 1",Books
962,0785121463,X-Factor Vol. 2: Life and Death Matters (X-Men) (v. 2),Books
963,0785121080,Death's Head 3.0: Unnatural Selection (Graphic Novel Pb),Books
964,0785121234,X-Men: Wisdom - Rudiments of Wisdom (MAX Comics),Books
965,0785121072,Black Panther: The Bride (Black Panther (Unnumbered)),Books
966,0785119361,"Essential Official Handbook of the Marvel Universe, Vol. 3, Deluxe Edition",Books
967,0785120602,"Fantastic Four Visionaries - George Perez, Vol. 2",Books
968,0785121048,"Ultimate X-Men, Vol. 6 (v. 6)",Books
969,0785121528,Defenders: Indefensible (Defenders (Marvel Comics)),Books
970,0785121269,"Sensational Spider-Man, Vol. 1: Feral",Books
971,0785121366,Ultimate Spider-Man Vol. 18: Ultimate Knights (v. 18),Books
972,0785121412,Marvel Monsters (Oversized),Books
973,0785120769,Marvel Masterworks: The Mighty Thor Volume 5,Books
974,0785119523,"Runaways, Vol. 6: Parental Guidance",Books
975,0785120742,Marvel Masterworks: Amazing Spider-Man Vol. 8 (v. 8),Books
976,0785120173,"Ultimate Fantastic Four, Vol. 6: Frightful",Books
977,0785121498,"Essential Thor, Vol. 3 (Marvel Essentials)",Books
978,0785121161,"Essential Classic X-Men, Vol. 2 (Marvel Essentials) (v. 2)",Books
979,0785120890,Marvel Romance,Books
980,0785119418,House of M: New X-Men -- Academy X,Books
981,078512148X,"Ultimate Spider-Man, Vol. 7",Books
982,0785120580,"Ultimate Fantastic Four, Vol. 2",Books
983,0785121501,"Essential Defenders, Vol. 2 (Marvel Essentials)",Books
984,0785121323,"Spider-Girl Presents Fantastic Five, Vol. 1: In Search of Doom (Spider-Man, Fantastic Four) (v. 1)",Books
985,0785121307,"Avengers Assemble, Vol. 3",Books
986,0785120882,Marvel Visionaries: Roy Thomas,Books
987,0785120939,"Essential Nova, Vol. 1 (Marvel Essentials)",Books
988,078512098X,"The Champions Classic, Vol. 2 (v. 2)",Books
989,0785120394,"Marvel Masterworks: Sgt. Fury and his Howling Commandos, Vol. 1",Books
990,078512196X,"Essential Marvel Horror, Vol. 1 (Marvel Essentials) (v. 1)",Books
991,0785120823,Marvel Comics Legacy: The 1960s-1990s Handbook,Books
992,0785121536,Essential Godzilla (Marvel Essentials),Books
993,078512201X,"X-Men: Excalibur Classic, Vol. 2 - Two-Edged Sword",Books
995,0785121390,Ultimate Galactus Trilogy,Books
996,0785121951,"X-Men: New Mutants Classic, Vol. 2",Books
997,078511999X,Spider-Woman: Agent of S.W.O.R.D.,Books
998,0785121382,The Ultimates 2 (v. 2),Books
999,0785121625,"Essential Fantastic Four, Vol. 5 (Marvel Essentials)",Books
1000,0785120750,Marvel Masterworks Vol. 67 the Amazing Spider-man Ltd. Ed. Marble Variant,Books
1001,078512120X,Skrull Kill Krew (Graphic Novel Pb),Books
1002,0785121900,"Fantastic Four Visionaries - John Byrne, Vol. 6 (v. 6)",Books
1003,0785120904,Marvel Romance Redux (Marvel Comics),Books
1004,0785121773,Eternals,Books
1005,0785121595,Marvel 1985,Books
1006,0785121358,"Essential Man-Thing, Vol. 1 (Marvel Essentials) (v. 1)",Books
1007,0785121854,Untold Tales of the New Universe (Graphic Novel Pb),Books
1008,0785122354,Black Panther: Civil War,Books
1009,0785120092,Omega: The Unknown Classic TPB,Books
1010,0785121560,Spider-Girl Vol. 6: Too Many Spiders!,Books
1011,0785120793,Marvel Masterworks Avengers (Volume 6) (Hardcover),Books
1012,0785122192,"Women of Marvel, Vol. 1",Books
1013,0785121617,Marvel Visionaries: John Buscema,Books
1014,0785121943,"X-Men: New Mutants Classic, Vol. 1",Books
1015,0785121935,"Incredible Hulk (Marvel Essentials, Vol. 4)",Books
1016,0785121110,"Daredevil, Vol. 6 (v. 6)",Books
1017,0785121609,"Avengers: The Initiative, Vol. 1: Basic Training (v. 1)",Books
1018,0785121978,"Captain America by Steve Englehart, Vol. 2: Nomad (Avengers)",Books
1019,0785122206,The Punisher: Very Special Holidays,Books
1020,0785122168,"Friendly Neighborhood Spider-Man, Vol. 1: Derailed (v. 1)",Books
1022,0785121994,Marvel Encyclopedia: X-Men,Books
1023,078512151X,"Ultimate Iron Man, Vol. 1 (v. 1)",Books
1024,0785122257,"Captain America: Red Menace, Book Two",Books
1025,0785119949,The 198 (Decimation: X-Men),Books
1026,0785121838,"What If? - Event Horizon (Spider-Man, X-Men)",Books
1027,0785121544,Daredevil Noir (Daredevil; The Devil Inside and Out),Books
1028,0785122338,Cable &amp; Deadpool - Volume 6: Paved with Good Intentions (v. 6),Books
1029,0785122273,Fantastic Four: Civil War,Books
1030,0785122001,X-Men: Firestar (Digest),Books
1031,0785121749,"Ultimate Fantastic Four, Vol. 7: God War",Books
1032,0785122370,The Amazing Spider-Man: Civil War,Books
1033,0785122044,"Spider-Man Visionaries - Kurt Busiek, Vol. 1",Books
1034,0785121668,"Captain America: Essentials, Vol. 3",Books
1035,0785120831,"Iron Man: Hypervelocity, Vol. 1",Books
1036,0785122540,"Astonishing X-Men, Vol. 4: Unstoppable",Books
1037,0785120874,"Essential Avengers, Vol. 5 (Marvel Essentials)",Books
1038,0785120149,Marvel Zombies,Books
1039,0785121811,Union Jack : London Falling (Marvel Comics),Books
1042,0785122508,"Marvel Masterworks Presents Golden Age Human Torch, Volume 2",Books
1043,0785121552,Avengers and Power Pack Assemble!,Books
1044,0785121579,"Spider-Girl, Vol. 7: Betrayed (Spider-Man)",Books
1045,0785122559,Wolverine: Evolution,Books
1046,0785120963,"Hulk Visionaries, Vol. 4",Books
1047,0785120785,"Captain America by Jack Kirby, Vol. 3: The Swine (v. 3)",Books
1048,0785122796,Haunt of Horror: Edgar Allan Poe (Oversized),Books
1049,0785122362,Exiles Vol. 14: The New Exiles (X-Men) (v. 14),Books
1051,0785122729,Stan Lee Meets the Marvel Universe,Books
1052,0785122613,"Powers, Vol. 11: Secret Identity (v. 11)",Books
1053,0785121862,Moon Knight Volume 1: The Bottom,Books
1054,0785121102,"Daredevil, Vol. 5",Books
1055,0785122389,"New X-Men: Childhood's End, Vol. 4 (v. 4)",Books
1056,0785122974,Ghost Rider - Volume 2: The Life &amp; Death of Johnny Blaze (Ghost Rider (Marvel Comics)) (v. 2),Books
1057,0785121633,"Essential Marvel Team-Up, Vol. 2 (Marvel Essentials)",Books
1058,0785122893,Moon Knight Vol. 2: Midnight Sun (v. 2),Books
1059,0785122451,Incredible Hulk: Planet Hulk,Books
1060,0785122427,New Avengers Vol. 5: Civil War,Books
1061,0785122079,X-Men Fairy Tales,Books
1062,0785122184,She-Hulk Vol. 4: Laws of Attraction (v. 4),Books
1063,078512280X,Marvel Westerns (Marvel Comics),Books
1064,0785122028,"X-Men: Excalibur Classic, Vol. 3 - Cross Time Caper, Book 1 (v. 3, Bk. 1)",Books
1065,0785122672,"Runaways, Vol. 7: Live Fast (v. 7)",Books
1066,0785123105,Marvel Adventures Spider-Man Vol. 6: The Black Costume (v. 6),Books
1067,0785123067,Marvel Adventures The Avengers Vol. 1: Heroes Assembled (V. 1),Books
1068,078512103X,"Ultimate X-Men, Vol. 5 (v. 5)",Books
1069,0785122885,"Wolverine: Origins, Vol. 2: Savior (v. 2)",Books
1070,0785122397,"New X-Men: Childhood's End, Vol. 5 (v. 5)",Books
1071,0785123156,"Punisher War Journal, Vol. 1: Civil War (v. 1)",Books
1072,0785121218,Alias Omnibus (Marvel Comics),Books
1073,0785122982,Iron Man: Director of S. H. I. E. L. D. -- with Iron Hands,Books
1074,0785121919,Onslaught Reborn (Marvel Comics),Books
1075,0785122621,Powers Vol. 12: The 25 Coolest Dead Superheroes of All Time,Books
1076,0785122214,"New Excalibur, Vol. 2: Last Days of Camelot (v. 2)",Books
1077,0785122710,Fantastic Four: Books of Doom,Books
1079,0785121641,"Essential Ghost Rider, Vol. 2 (Marvel Essentials) (v. 2)",Books
1080,0785122850,"Wolverine: Origins, Vol. 1: Born in Blood (v. 1)",Books
1081,0785122664,"Spider-Man Loves Mary Jane, Vol. 3: My Secret Life (v. 3)",Books
1082,0785122117,Doctor Strange: The Oath (New Avengers),Books
1083,0785122923,Ultimate X-Men / Fantastic Four,Books
1084,0785123059,Ms. Marvel Vol. 2: Civil War (Mighty Avengers) (v. 2),Books
1085,0785122990,Iron Man: Director of SHIELD: 0,Books
1086,0785123393,Heroes Reborn: Captain America,Books
1087,078512215X,The Loners: The Secret Lives of Super Heroes (Graphic Novel Pb),Books
1088,078512165X,Punisher MAX Vol. 7: Man of Stone (v. 7),Books
1089,0785123083,Marvel Adventures The Avengers Vol. 3: Bizarre Adventures (v. 3),Books
1090,0785122176,"Friendly Neighborhood Spider-Man, Vol. 2: Mystery Date (v. 2)",Books
1091,0785122931,Marvel 1602: Fantastick Four (Fantastic Four),Books
1092,0785123008,Marvel Holiday (Digest),Books
1093,0785123830,The Iliad (Marvel Illustrated),Books
1094,0785122648,X-Men Vs. Apocalypse - Volume 2: Ages of Apocalypse (v. 2),Books
1095,0785123172,Civil War: Young Avengers &amp; Runaways,Books
1096,0785123377,Heroes Reborn: Avengers,Books
1097,0785123024,"newuniversal, Vol. 1: Everything Went White (v. 1)",Books
1098,0785123237,"The New Age: First Foursaken (Uncanny X-Men, Vol. 5) (v. 4)",Books
1099,0785122567,Wolverine: Evolution,Books
1100,0785123385,Heroes Reborn: Iron Man,Books
1101,078512263X,X-Men vs. Apocalypse Vol. 1: The Twelve (v. 1),Books
1102,0785121455,Stephen King's Dark Tower Vol. 1: The Gunslinger Born,Books
1103,0785123547,Marvel Masterworks Tales of Suspense Vol. 68 Variant Edition,Books
1104,0785123636,"Heroes For Hire Vol. 2: Ahead of the Curve (Marvel Comics, New Avengers) (v. 2)",Books
1105,0785122826,Squadron Supreme Vol. 1: The Pre-War Years (v. 1),Books
1106,0785123423,Amazing Spider-Girl - Volume 2: Comes the Carnage! (Amazing Spider-Girl (Marvel)) (v. 2),Books
1107,0785122737,White Tiger: A Hero's Compulsion (Graphic Novel Pb),Books
1108,0785123431,Daredevil by Frank Miller &amp; Klaus Janson Omnibus (v. 1),Books
1109,0785123229,Fantastic Four: Franklin Richards - Lab Brat,Books
1110,0785123865,Foolkiller: Fool's Paradise (Graphic Novel Pb),Books
1111,0785123539,Marvel Masterworks: Atlas Era Tales of Suspense - Volume 1,Books
1112,078512408X,Marvel Masterworks: Atlas Era Heroes - Volume 1,Books
1113,0785123997,She-Hulk Vol. 5: Planet Without A Hulk (v. 5),Books
